source_text,target_text
"So they sat down, and nobody spoke for some minutes. Alice thought to
herself, I dont see how he can _ever_ finish, if he doesnt begin.
But she waited patiently.",Summarize this paragraph.
"Once, said the Mock Turtle at last, with a deep sigh, I was a real
Turtle.",Summarize this paragraph.
"These words were followed by a very long silence, broken only by an
occasional exclamation of Hjckrrh! from the Gryphon, and the constant
heavy sobbing of the Mock Turtle. Alice was very nearly getting up and
saying, Thank you, sir, for your interesting story, but she could not
help thinking there _must_ be more to come, so she sat still and said
nothing.",Summarize this paragraph.
"When we were little, the Mock Turtle went on at last, more calmly,
though still sobbing a little now and then, we went to school in the
sea. The master was an old Turtlewe used to call him Tortoise",Summarize this paragraph.
"Why did you call him Tortoise, if he wasnt one? Alice asked.",Summarize this paragraph.
"We called him Tortoise because he taught us, said the Mock Turtle
angrily really you are very dull!",Summarize this paragraph.
"You ought to be ashamed of yourself for asking such a simple
question, added the Gryphon and then they both sat silent and looked
at poor Alice, who felt ready to sink into the earth. At last the
Gryphon said to the Mock Turtle, Drive on, old fellow! Dont be all
day about it! and he went on in these words",Summarize this paragraph.
"Yes, we went to school in the sea, though you maynt believe it",Summarize this paragraph.
I never said I didnt! interrupted Alice.,Summarize this paragraph.
"You did, said the Mock Turtle.",Summarize this paragraph.
"Hold your tongue! added the Gryphon, before Alice could speak again.
The Mock Turtle went on.",Summarize this paragraph.
"We had the best of educationsin fact, we went to school every day",Summarize this paragraph.
"_Ive_ been to a day-school, too, said Alice you neednt be so
proud as all that.",Summarize this paragraph.
With extras? asked the Mock Turtle a little anxiously.,Summarize this paragraph.
"Yes, said Alice, we learned French and music.",Summarize this paragraph.
And washing? said the Mock Turtle.,Summarize this paragraph.
Certainly not! said Alice indignantly.,Summarize this paragraph.
"Ah! then yours wasnt a really good school, said the Mock Turtle in a
tone of great relief. Now at _ours_ they had at the end of the bill,
French, music, _and washing_extra.",Summarize this paragraph.
"You couldnt have wanted it much, said Alice living at the bottom
of the sea.",Summarize this paragraph.
"I couldnt afford to learn it. said the Mock Turtle with a sigh. I
only took the regular course.",Summarize this paragraph.
What was that? inquired Alice.,Summarize this paragraph.
"Reeling and Writhing, of course, to begin with, the Mock Turtle
replied and then the different branches of ArithmeticAmbition,
Distraction, Uglification, and Derision.",Summarize this paragraph.
"I never heard of Uglification, Alice ventured to say. What is it?",Summarize this paragraph.
"The Gryphon lifted up both its paws in surprise. What! Never heard of
uglifying! it exclaimed. You know what to beautify is, I suppose?",Summarize this paragraph.
"Yes, said Alice doubtfully it meanstomakeanythingprettier.",Summarize this paragraph.
"Well, then, the Gryphon went on, if you dont know what to uglify
is, you _are_ a simpleton.",Summarize this paragraph.
"Alice did not feel encouraged to ask any more questions about it, so
she turned to the Mock Turtle, and said What else had you to learn?",Summarize this paragraph.
"Well, there was Mystery, the Mock Turtle replied, counting off the
subjects on his flappers, Mystery, ancient and modern, with
Seaography then Drawlingthe Drawling-master was an old conger-eel,
that used to come once a week _he_ taught us Drawling, Stretching, and
Fainting in Coils.",Summarize this paragraph.
What was _that_ like? said Alice.,Summarize this paragraph.
"Well, I cant show it you myself, the Mock Turtle said Im too
stiff. And the Gryphon never learnt it.",Summarize this paragraph.
"Hadnt time, said the Gryphon I went to the Classics master,
though. He was an old crab, _he_ was.",Summarize this paragraph.
"I never went to him, the Mock Turtle said with a sigh he taught
Laughing and Grief, they used to say.",Summarize this paragraph.
"So he did, so he did, said the Gryphon, sighing in his turn and both
creatures hid their faces in their paws.",Summarize this paragraph.
"And how many hours a day did you do lessons? said Alice, in a hurry
to change the subject.",Summarize this paragraph.
"Ten hours the first day, said the Mock Turtle nine the next, and so
on.",Summarize this paragraph.
What a curious plan! exclaimed Alice.,Summarize this paragraph.
"Thats the reason theyre called lessons, the Gryphon remarked
because they lessen from day to day.",Summarize this paragraph.
"This was quite a new idea to Alice, and she thought it over a little
before she made her next remark. Then the eleventh day must have been
a holiday?",Summarize this paragraph.
"Of course it was, said the Mock Turtle.",Summarize this paragraph.
And how did you manage on the twelfth? Alice went on eagerly.,Summarize this paragraph.
"Thats enough about lessons, the Gryphon interrupted in a very
decided tone tell her something about the games now.",Summarize this paragraph.
"The Mock Turtle sighed deeply, and drew the back of one flapper across
his eyes. He looked at Alice, and tried to speak, but for a minute or
two sobs choked his voice. Same as if he had a bone in his throat,
said the Gryphon and it set to work shaking him and punching him in
the back. At last the Mock Turtle recovered his voice, and, with tears
running down his cheeks, he went on again",Summarize this paragraph.
"You may not have lived much under the sea I havent, said
Aliceand perhaps you were never even introduced to a lobster
Alice began to say I once tasted but checked herself hastily, and
said No, never so you can have no idea what a delightful thing a
Lobster Quadrille is!",Summarize this paragraph.
"No, indeed, said Alice. What sort of a dance is it?",Summarize this paragraph.
"Why, said the Gryphon, you first form into a line along the
sea-shore",Summarize this paragraph.
"Two lines! cried the Mock Turtle. Seals, turtles, salmon, and so on
then, when youve cleared all the jelly-fish out of the way",Summarize this paragraph.
"_That_ generally takes some time, interrupted the Gryphon.",Summarize this paragraph.
you advance twice,Summarize this paragraph.
Each with a lobster as a partner! cried the Gryphon.,Summarize this paragraph.
"Of course, the Mock Turtle said advance twice, set to partners",Summarize this paragraph.
"change lobsters, and retire in same order, continued the Gryphon.",Summarize this paragraph.
"Then, you know, the Mock Turtle went on, you throw the",Summarize this paragraph.
"The lobsters! shouted the Gryphon, with a bound into the air.",Summarize this paragraph.
as far out to sea as you can,Summarize this paragraph.
Swim after them! screamed the Gryphon.,Summarize this paragraph.
"Turn a somersault in the sea! cried the Mock Turtle, capering wildly
about.",Summarize this paragraph.
Change lobsters again! yelled the Gryphon at the top of its voice.,Summarize this paragraph.
"Back to land again, and thats all the first figure, said the Mock
Turtle, suddenly dropping his voice and the two creatures, who had
been jumping about like mad things all this time, sat down again very
sadly and quietly, and looked at Alice.",Summarize this paragraph.
"It must be a very pretty dance, said Alice timidly.",Summarize this paragraph.
Would you like to see a little of it? said the Mock Turtle.,Summarize this paragraph.
"Very much indeed, said Alice.",Summarize this paragraph.
"Come, lets try the first figure! said the Mock Turtle to the
Gryphon. We can do without lobsters, you know. Which shall sing?",Summarize this paragraph.
"Oh, _you_ sing, said the Gryphon. Ive forgotten the words.",Summarize this paragraph.
"So they began solemnly dancing round and round Alice, every now and
then treading on her toes when they passed too close, and waving their
forepaws to mark the time, while the Mock Turtle sang this, very slowly
and sadly",Summarize this paragraph.
"Will you walk a little faster? said a whiting to a snail.
Theres a porpoise close behind us, and hes treading on my tail.
See how eagerly the lobsters and the turtles all advance!
They are waiting on the shinglewill you come and join the dance?
Will you, wont you, will you, wont you, will you join the dance?
Will you, wont you, will you, wont you, wont you join the dance?",Summarize this paragraph.
"You can really have no notion how delightful it will be
When they take us up and throw us, with the lobsters, out to sea!
But the snail replied Too far, too far! and gave a look askance
Said he thanked the whiting kindly, but he would not join the dance.
Would not, could not, would not, could not, would not join the dance.
Would not, could not, would not, could not, could not join the dance.",Summarize this paragraph.
"What matters it how far we go? his scaly friend replied.
There is another shore, you know, upon the other side.
The further off from England the nearer is to France
Then turn not pale, beloved snail, but come and join the dance.
Will you, wont you, will you, wont you, will you join the dance?
Will you, wont you, will you, wont you, wont you join the dance?",Summarize this paragraph.
"Thank you, its a very interesting dance to watch, said Alice,
feeling very glad that it was over at last and I do so like that
curious song about the whiting!",Summarize this paragraph.
"Oh, as to the whiting, said the Mock Turtle, theyyouve seen them,
of course?",Summarize this paragraph.
"Yes, said Alice, Ive often seen them at dinn she checked herself
hastily.",Summarize this paragraph.
"I dont know where Dinn may be, said the Mock Turtle, but if youve
seen them so often, of course you know what theyre like.",Summarize this paragraph.
"I believe so, Alice replied thoughtfully. They have their tails in
their mouthsand theyre all over crumbs.",Summarize this paragraph.
"Youre wrong about the crumbs, said the Mock Turtle crumbs would
all wash off in the sea. But they _have_ their tails in their mouths
and the reason is here the Mock Turtle yawned and shut his
eyes.Tell her about the reason and all that, he said to the Gryphon.",Summarize this paragraph.
"The reason is, said the Gryphon, that they _would_ go with the
lobsters to the dance. So they got thrown out to sea. So they had to
fall a long way. So they got their tails fast in their mouths. So they
couldnt get them out again. Thats all.",Summarize this paragraph.
"Thank you, said Alice, its very interesting. I never knew so much
about a whiting before.",Summarize this paragraph.
"I can tell you more than that, if you like, said the Gryphon. Do you
know why its called a whiting?",Summarize this paragraph.
"I never thought about it, said Alice. Why?",Summarize this paragraph.
"_It does the boots and shoes_, the Gryphon replied very solemnly.",Summarize this paragraph.
"Alice was thoroughly puzzled. Does the boots and shoes! she repeated
in a wondering tone.",Summarize this paragraph.
"Why, what are _your_ shoes done with? said the Gryphon. I mean, what
makes them so shiny?",Summarize this paragraph.
"Alice looked down at them, and considered a little before she gave her
answer. Theyre done with blacking, I believe.",Summarize this paragraph.
"Boots and shoes under the sea, the Gryphon went on in a deep voice,
are done with a whiting. Now you know.",Summarize this paragraph.
And what are they made of? Alice asked in a tone of great curiosity.,Summarize this paragraph.
"Soles and eels, of course, the Gryphon replied rather impatiently
any shrimp could have told you that.",Summarize this paragraph.
"If Id been the whiting, said Alice, whose thoughts were still
running on the song, Id have said to the porpoise, Keep back,
please we dont want _you_ with us!",Summarize this paragraph.
"They were obliged to have him with them, the Mock Turtle said no
wise fish would go anywhere without a porpoise.",Summarize this paragraph.
Wouldnt it really? said Alice in a tone of great surprise.,Summarize this paragraph.
"Of course not, said the Mock Turtle why, if a fish came to _me_,
and told me he was going a journey, I should say With what porpoise?",Summarize this paragraph.
Dont you mean purpose? said Alice.,Summarize this paragraph.
"I mean what I say, the Mock Turtle replied in an offended tone. And
the Gryphon added Come, lets hear some of _your_ adventures.",Summarize this paragraph.
"I could tell you my adventuresbeginning from this morning, said
Alice a little timidly but its no use going back to yesterday,
because I was a different person then.",Summarize this paragraph.
"Explain all that, said the Mock Turtle.",Summarize this paragraph.
"No, no! The adventures first, said the Gryphon in an impatient tone
explanations take such a dreadful time.",Summarize this paragraph.
"So Alice began telling them her adventures from the time when she first
saw the White Rabbit. She was a little nervous about it just at first,
the two creatures got so close to her, one on each side, and opened
their eyes and mouths so _very_ wide, but she gained courage as she
went on. Her listeners were perfectly quiet till she got to the part
about her repeating _You are old, Father William_, to the
Caterpillar, and the words all coming different, and then the Mock
Turtle drew a long breath, and said Thats very curious.",Summarize this paragraph.
"Its all about as curious as it can be, said the Gryphon.",Summarize this paragraph.
"It all came different! the Mock Turtle repeated thoughtfully. I
should like to hear her try and repeat something now. Tell her to
begin. He looked at the Gryphon as if he thought it had some kind of
authority over Alice.",Summarize this paragraph.
"Stand up and repeat _Tis the voice of the sluggard_, said the
Gryphon.",Summarize this paragraph.
"How the creatures order one about, and make one repeat lessons!
thought Alice I might as well be at school at once. However, she got
up, and began to repeat it, but her head was so full of the Lobster
Quadrille, that she hardly knew what she was saying, and the words came
very queer indeed",Summarize this paragraph.
"Tis the voice of the Lobster I heard him declare,
You have baked me too brown, I must sugar my hair.
As a duck with its eyelids, so he with his nose
Trims his belt and his buttons, and turns out his toes.",Summarize this paragraph.
"later editions continued as follows
When the sands are all dry, he is gay as a lark,
And will talk in contemptuous tones of the Shark,
But, when the tide rises and sharks are around,
His voice has a timid and tremulous sound.",Summarize this paragraph.
"Thats different from what _I_ used to say when I was a child, said
the Gryphon.",Summarize this paragraph.
"Well, I never heard it before, said the Mock Turtle but it sounds
uncommon nonsense.",Summarize this paragraph.
"Alice said nothing she had sat down with her face in her hands,
wondering if anything would _ever_ happen in a natural way again.",Summarize this paragraph.
"I should like to have it explained, said the Mock Turtle.",Summarize this paragraph.
"She cant explain it, said the Gryphon hastily. Go on with the next
verse.",Summarize this paragraph.
"But about his toes? the Mock Turtle persisted. How _could_ he turn
them out with his nose, you know?",Summarize this paragraph.
"Its the first position in dancing. Alice said but was dreadfully
puzzled by the whole thing, and longed to change the subject.",Summarize this paragraph.
"Go on with the next verse, the Gryphon repeated impatiently it
begins _I passed by his garden_.",Summarize this paragraph.
"Alice did not dare to disobey, though she felt sure it would all come
wrong, and she went on in a trembling voice",Summarize this paragraph.
"I passed by his garden, and marked, with one eye,
How the Owl and the Panther were sharing a pie",Summarize this paragraph.
"later editions continued as follows
The Panther took pie-crust, and gravy, and meat,
While the Owl had the dish as its share of the treat.
When the pie was all finished, the Owl, as a boon,
Was kindly permitted to pocket the spoon
While the Panther received knife and fork with a growl,
And concluded the banquet",Summarize this paragraph.
"What _is_ the use of repeating all that stuff, the Mock Turtle
interrupted, if you dont explain it as you go on? Its by far the
most confusing thing _I_ ever heard!",Summarize this paragraph.
"Yes, I think youd better leave off, said the Gryphon and Alice was
only too glad to do so.",Summarize this paragraph.
"Shall we try another figure of the Lobster Quadrille? the Gryphon
went on. Or would you like the Mock Turtle to sing you a song?",Summarize this paragraph.
"Oh, a song, please, if the Mock Turtle would be so kind, Alice
replied, so eagerly that the Gryphon said, in a rather offended tone,
Hm! No accounting for tastes! Sing her _Turtle Soup_, will you, old
fellow?",Summarize this paragraph.
"The Mock Turtle sighed deeply, and began, in a voice sometimes choked
with sobs, to sing this",Summarize this paragraph.
"Beautiful Soup, so rich and green,
Waiting in a hot tureen!
Who for such dainties would not stoop?
Soup of the evening, beautiful Soup!
Soup of the evening, beautiful Soup!
    Beauootiful Soooop!
    Beauootiful Soooop!
Soooop of the eeevening,
    Beautiful, beautiful Soup!",Summarize this paragraph.
"Beautiful Soup! Who cares for fish,
Game, or any other dish?
Who would not give all else for two p
ennyworth only of beautiful Soup?
Pennyworth only of beautiful Soup?
    Beauootiful Soooop!
    Beauootiful Soooop!
Soooop of the eeevening,
    Beautiful, beautiFUL SOUP!",Summarize this paragraph.
"Chorus again! cried the Gryphon, and the Mock Turtle had just begun
to repeat it, when a cry of The trials beginning! was heard in the
distance.",Summarize this paragraph.
"Come on! cried the Gryphon, and, taking Alice by the hand, it hurried
off, without waiting for the end of the song.",Summarize this paragraph.
"What trial is it? Alice panted as she ran but the Gryphon only
answered Come on! and ran the faster, while more and more faintly
came, carried on the breeze that followed them, the melancholy words",Summarize this paragraph.
"Soooop of the eeevening,
    Beautiful, beautiful Soup!",Summarize this paragraph.
"The King and Queen of Hearts were seated on their throne when they
arrived, with a great crowd assembled about themall sorts of little
birds and beasts, as well as the whole pack of cards the Knave was
standing before them, in chains, with a soldier on each side to guard
him and near the King was the White Rabbit, with a trumpet in one
hand, and a scroll of parchment in the other. In the very middle of the
court was a table, with a large dish of tarts upon it they looked so
good, that it made Alice quite hungry to look at themI wish theyd
get the trial done, she thought, and hand round the refreshments!
But there seemed to be no chance of this, so she began looking at
everything about her, to pass away the time.",Summarize this paragraph.
"Alice had never been in a court of justice before, but she had read
about them in books, and she was quite pleased to find that she knew
the name of nearly everything there. Thats the judge, she said to
herself, because of his great wig.",Summarize this paragraph.
"The judge, by the way, was the King and as he wore his crown over the
wig, look at the frontispiece if you want to see how he did it, he
did not look at all comfortable, and it was certainly not becoming.",Summarize this paragraph.
"And thats the jury-box, thought Alice, and those twelve creatures,
she was obliged to say creatures, you see, because some of them were
animals, and some were birds, I suppose they are the jurors. She
said this last word two or three times over to herself, being rather
proud of it for she thought, and rightly too, that very few little
girls of her age knew the meaning of it at all. However, jury-men
would have done just as well.",Summarize this paragraph.
"The twelve jurors were all writing very busily on slates. What are
they doing? Alice whispered to the Gryphon. They cant have anything
to put down yet, before the trials begun.",Summarize this paragraph.
"Theyre putting down their names, the Gryphon whispered in reply,
for fear they should forget them before the end of the trial.",Summarize this paragraph.
"Stupid things! Alice began in a loud, indignant voice, but she
stopped hastily, for the White Rabbit cried out, Silence in the
court! and the King put on his spectacles and looked anxiously round,
to make out who was talking.",Summarize this paragraph.
"Alice could see, as well as if she were looking over their shoulders,
that all the jurors were writing down stupid things! on their slates,
and she could even make out that one of them didnt know how to spell
stupid, and that he had to ask his neighbour to tell him. A nice
muddle their slatesll be in before the trials over! thought Alice.",Summarize this paragraph.
"One of the jurors had a pencil that squeaked. This of course, Alice
could _not_ stand, and she went round the court and got behind him, and
very soon found an opportunity of taking it away. She did it so quickly
that the poor little juror it was Bill, the Lizard could not make out
at all what had become of it so, after hunting all about for it, he
was obliged to write with one finger for the rest of the day and this
was of very little use, as it left no mark on the slate.",Summarize this paragraph.
"Herald, read the accusation! said the King.",Summarize this paragraph.
"On this the White Rabbit blew three blasts on the trumpet, and then
unrolled the parchment scroll, and read as follows",Summarize this paragraph.
"The Queen of Hearts, she made some tarts,
    All on a summer day
The Knave of Hearts, he stole those tarts,
    And took them quite away!",Summarize this paragraph.
"Consider your verdict, the King said to the jury.",Summarize this paragraph.
"Not yet, not yet! the Rabbit hastily interrupted. Theres a great
deal to come before that!",Summarize this paragraph.
"Call the first witness, said the King and the White Rabbit blew
three blasts on the trumpet, and called out, First witness!",Summarize this paragraph.
"The first witness was the Hatter. He came in with a teacup in one hand
and a piece of bread-and-butter in the other. I beg pardon, your
Majesty, he began, for bringing these in but I hadnt quite finished
my tea when I was sent for.",Summarize this paragraph.
"You ought to have finished, said the King. When did you begin?",Summarize this paragraph.
"The Hatter looked at the March Hare, who had followed him into the
court, arm-in-arm with the Dormouse. Fourteenth of March, I _think_ it
was, he said.",Summarize this paragraph.
"Fifteenth, said the March Hare.",Summarize this paragraph.
"Sixteenth, added the Dormouse.",Summarize this paragraph.
"Write that down, the King said to the jury, and the jury eagerly
wrote down all three dates on their slates, and then added them up, and
reduced the answer to shillings and pence.",Summarize this paragraph.
"Take off your hat, the King said to the Hatter.",Summarize this paragraph.
"It isnt mine, said the Hatter.",Summarize this paragraph.
"_Stolen!_ the King exclaimed, turning to the jury, who instantly made
a memorandum of the fact.",Summarize this paragraph.
"I keep them to sell, the Hatter added as an explanation Ive none
of my own. Im a hatter.",Summarize this paragraph.
"Here the Queen put on her spectacles, and began staring at the Hatter,
who turned pale and fidgeted.",Summarize this paragraph.
"Give your evidence, said the King and dont be nervous, or Ill
have you executed on the spot.",Summarize this paragraph.
"This did not seem to encourage the witness at all he kept shifting
from one foot to the other, looking uneasily at the Queen, and in his
confusion he bit a large piece out of his teacup instead of the
bread-and-butter.",Summarize this paragraph.
"Just at this moment Alice felt a very curious sensation, which puzzled
her a good deal until she made out what it was she was beginning to
grow larger again, and she thought at first she would get up and leave
the court but on second thoughts she decided to remain where she was
as long as there was room for her.",Summarize this paragraph.
"I wish you wouldnt squeeze so. said the Dormouse, who was sitting
next to her. I can hardly breathe.",Summarize this paragraph.
"I cant help it, said Alice very meekly Im growing.",Summarize this paragraph.
"Youve no right to grow _here_, said the Dormouse.",Summarize this paragraph.
"Dont talk nonsense, said Alice more boldly you know youre growing
too.",Summarize this paragraph.
"Yes, but _I_ grow at a reasonable pace, said the Dormouse not in
that ridiculous fashion. And he got up very sulkily and crossed over
to the other side of the court.",Summarize this paragraph.
"All this time the Queen had never left off staring at the Hatter, and,
just as the Dormouse crossed the court, she said to one of the officers
of the court, Bring me the list of the singers in the last concert!
on which the wretched Hatter trembled so, that he shook both his shoes
off.",Summarize this paragraph.
"Give your evidence, the King repeated angrily, or Ill have you
executed, whether youre nervous or not.",Summarize this paragraph.
"Im a poor man, your Majesty, the Hatter began, in a trembling voice,
and I hadnt begun my teanot above a week or soand what with the
bread-and-butter getting so thinand the twinkling of the tea",Summarize this paragraph.
The twinkling of the _what?_ said the King.,Summarize this paragraph.
"It _began_ with the tea, the Hatter replied.",Summarize this paragraph.
"Of course twinkling begins with a T! said the King sharply. Do you
take me for a dunce? Go on!",Summarize this paragraph.
"Im a poor man, the Hatter went on, and most things twinkled after
thatonly the March Hare said",Summarize this paragraph.
I didnt! the March Hare interrupted in a great hurry.,Summarize this paragraph.
You did! said the Hatter.,Summarize this paragraph.
I deny it! said the March Hare.,Summarize this paragraph.
"He denies it, said the King leave out that part.",Summarize this paragraph.
"Well, at any rate, the Dormouse said the Hatter went on, looking
anxiously round to see if he would deny it too but the Dormouse denied
nothing, being fast asleep.",Summarize this paragraph.
"After that, continued the Hatter, I cut some more bread-and-butter",Summarize this paragraph.
But what did the Dormouse say? one of the jury asked.,Summarize this paragraph.
"That I cant remember, said the Hatter.",Summarize this paragraph.
"You _must_ remember, remarked the King, or Ill have you executed.",Summarize this paragraph.
"The miserable Hatter dropped his teacup and bread-and-butter, and went
down on one knee. Im a poor man, your Majesty, he began.",Summarize this paragraph.
"Youre a _very_ poor _speaker_, said the King.",Summarize this paragraph.
"Here one of the guinea-pigs cheered, and was immediately suppressed by
the officers of the court. As that is rather a hard word, I will just
explain to you how it was done. They had a large canvas bag, which tied
up at the mouth with strings into this they slipped the guinea-pig,
head first, and then sat upon it.",Summarize this paragraph.
"Im glad Ive seen that done, thought Alice. Ive so often read in
the newspapers, at the end of trials, There was some attempts at
applause, which was immediately suppressed by the officers of the
court, and I never understood what it meant till now.",Summarize this paragraph.
"If thats all you know about it, you may stand down, continued the
King.",Summarize this paragraph.
"I cant go no lower, said the Hatter Im on the floor, as it is.",Summarize this paragraph.
"Then you may _sit_ down, the King replied.",Summarize this paragraph.
"Here the other guinea-pig cheered, and was suppressed.",Summarize this paragraph.
"Come, that finished the guinea-pigs! thought Alice. Now we shall get
on better.",Summarize this paragraph.
"Id rather finish my tea, said the Hatter, with an anxious look at
the Queen, who was reading the list of singers.",Summarize this paragraph.
"You may go, said the King, and the Hatter hurriedly left the court,
without even waiting to put his shoes on.",Summarize this paragraph.
"and just take his head off outside, the Queen added to one of the
officers but the Hatter was out of sight before the officer could get
to the door.",Summarize this paragraph.
Call the next witness! said the King.,Summarize this paragraph.
"The next witness was the Duchesss cook. She carried the pepper-box in
her hand, and Alice guessed who it was, even before she got into the
court, by the way the people near the door began sneezing all at once.",Summarize this paragraph.
"Give your evidence, said the King.",Summarize this paragraph.
"Shant, said the cook.",Summarize this paragraph.
"The King looked anxiously at the White Rabbit, who said in a low voice,
Your Majesty must cross-examine _this_ witness.",Summarize this paragraph.
"Well, if I must, I must, the King said, with a melancholy air, and,
after folding his arms and frowning at the cook till his eyes were
nearly out of sight, he said in a deep voice, What are tarts made of?",Summarize this paragraph.
"Pepper, mostly, said the cook.",Summarize this paragraph.
"Treacle, said a sleepy voice behind her.",Summarize this paragraph.
"Collar that Dormouse, the Queen shrieked out. Behead that Dormouse!
Turn that Dormouse out of court! Suppress him! Pinch him! Off with his
whiskers!",Summarize this paragraph.
"For some minutes the whole court was in confusion, getting the Dormouse
turned out, and, by the time they had settled down again, the cook had
disappeared.",Summarize this paragraph.
"Never mind! said the King, with an air of great relief. Call the
next witness. And he added in an undertone to the Queen, Really, my
dear, _you_ must cross-examine the next witness. It quite makes my
forehead ache!",Summarize this paragraph.
"Alice watched the White Rabbit as he fumbled over the list, feeling
very curious to see what the next witness would be like, for they
havent got much evidence _yet_, she said to herself. Imagine her
surprise, when the White Rabbit read out, at the top of his shrill
little voice, the name Alice!",Summarize this paragraph.
"Here! cried Alice, quite forgetting in the flurry of the moment how
large she had grown in the last few minutes, and she jumped up in such
a hurry that she tipped over the jury-box with the edge of her skirt,
upsetting all the jurymen on to the heads of the crowd below, and there
they lay sprawling about, reminding her very much of a globe of
goldfish she had accidentally upset the week before.",Summarize this paragraph.
"Oh, I _beg_ your pardon! she exclaimed in a tone of great dismay, and
began picking them up again as quickly as she could, for the accident
of the goldfish kept running in her head, and she had a vague sort of
idea that they must be collected at once and put back into the
jury-box, or they would die.",Summarize this paragraph.
"The trial cannot proceed, said the King in a very grave voice, until
all the jurymen are back in their proper places_all_, he repeated
with great emphasis, looking hard at Alice as he said so.",Summarize this paragraph.
"Alice looked at the jury-box, and saw that, in her haste, she had put
the Lizard in head downwards, and the poor little thing was waving its
tail about in a melancholy way, being quite unable to move. She soon
got it out again, and put it right not that it signifies much, she
said to herself I should think it would be _quite_ as much use in the
trial one way up as the other.",Summarize this paragraph.
"As soon as the jury had a little recovered from the shock of being
upset, and their slates and pencils had been found and handed back to
them, they set to work very diligently to write out a history of the
accident, all except the Lizard, who seemed too much overcome to do
anything but sit with its mouth open, gazing up into the roof of the
court.",Summarize this paragraph.
What do you know about this business? the King said to Alice.,Summarize this paragraph.
"Nothing, said Alice.",Summarize this paragraph.
Nothing _whatever?_ persisted the King.,Summarize this paragraph.
"Nothing whatever, said Alice.",Summarize this paragraph.
"Thats very important, the King said, turning to the jury. They were
just beginning to write this down on their slates, when the White
Rabbit interrupted _Un_important, your Majesty means, of course, he
said in a very respectful tone, but frowning and making faces at him as
he spoke.",Summarize this paragraph.
"_Un_important, of course, I meant, the King hastily said, and went on
to himself in an undertone,",Summarize this paragraph.
"importantunimportantunimportantimportant as if he were trying
which word sounded best.",Summarize this paragraph.
"Some of the jury wrote it down important, and some unimportant.
Alice could see this, as she was near enough to look over their slates
but it doesnt matter a bit, she thought to herself.",Summarize this paragraph.
"At this moment the King, who had been for some time busily writing in
his note-book, cackled out Silence! and read out from his book, Rule
Forty-two. _All persons more than a mile high to leave the court_.",Summarize this paragraph.
Everybody looked at Alice.,Summarize this paragraph.
"_Im_ not a mile high, said Alice.",Summarize this paragraph.
"You are, said the King.",Summarize this paragraph.
"Nearly two miles high, added the Queen.",Summarize this paragraph.
"Well, I shant go, at any rate, said Alice besides, thats not a
regular rule you invented it just now.",Summarize this paragraph.
"Its the oldest rule in the book, said the King.",Summarize this paragraph.
"Then it ought to be Number One, said Alice.",Summarize this paragraph.
"The King turned pale, and shut his note-book hastily. Consider your
verdict, he said to the jury, in a low, trembling voice.",Summarize this paragraph.
"Theres more evidence to come yet, please your Majesty, said the
White Rabbit, jumping up in a great hurry this paper has just been
picked up.",Summarize this paragraph.
Whats in it? said the Queen.,Summarize this paragraph.
"I havent opened it yet, said the White Rabbit, but it seems to be a
letter, written by the prisoner toto somebody.",Summarize this paragraph.
"It must have been that, said the King, unless it was written to
nobody, which isnt usual, you know.",Summarize this paragraph.
Who is it directed to? said one of the jurymen.,Summarize this paragraph.
"It isnt directed at all, said the White Rabbit in fact, theres
nothing written on the _outside_. He unfolded the paper as he spoke,
and added It isnt a letter, after all its a set of verses.",Summarize this paragraph.
Are they in the prisoners handwriting? asked another of the jurymen.,Summarize this paragraph.
"No, theyre not, said the White Rabbit, and thats the queerest
thing about it. The jury all looked puzzled.",Summarize this paragraph.
"He must have imitated somebody elses hand, said the King. The jury
all brightened up again.",Summarize this paragraph.
"Please your Majesty, said the Knave, I didnt write it, and they
cant prove I did theres no name signed at the end.",Summarize this paragraph.
"If you didnt sign it, said the King, that only makes the matter
worse. You _must_ have meant some mischief, or else youd have signed
your name like an honest man.",Summarize this paragraph.
"There was a general clapping of hands at this it was the first really
clever thing the King had said that day.",Summarize this paragraph.
"That _proves_ his guilt, said the Queen.",Summarize this paragraph.
"It proves nothing of the sort! said Alice. Why, you dont even know
what theyre about!",Summarize this paragraph.
"Read them, said the King.",Summarize this paragraph.
"The White Rabbit put on his spectacles. Where shall I begin, please
your Majesty? he asked.",Summarize this paragraph.
"Begin at the beginning, the King said gravely, and go on till you
come to the end then stop.",Summarize this paragraph.
These were the verses the White Rabbit read,Summarize this paragraph.
"They told me you had been to her,
    And mentioned me to him
She gave me a good character,
    But said I could not swim.",Summarize this paragraph.
"He sent them word I had not gone
    We know it to be true
If she should push the matter on,
    What would become of you?",Summarize this paragraph.
"I gave her one, they gave him two,
    You gave us three or more
They all returned from him to you,
    Though they were mine before.",Summarize this paragraph.
"If I or she should chance to be
    Involved in this affair,
He trusts to you to set them free,
    Exactly as we were.",Summarize this paragraph.
"My notion was that you had been
    Before she had this fit
An obstacle that came between
    Him, and ourselves, and it.",Summarize this paragraph.
"Dont let him know she liked them best,
    For this must ever be
A secret, kept from all the rest,
    Between yourself and me.",Summarize this paragraph.
"Thats the most important piece of evidence weve heard yet, said the
King, rubbing his hands so now let the jury",Summarize this paragraph.
